name,url,description,test_type,duration,remote_testing,adaptive
Organic Chemistry (New),https://www.shl.com/products/product-catalog/view/organic-chemistry-new/,"Multi-choice test that measures the knowledge of the basic concepts in organic chemistry. Graduate, Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Paint Technology (New),https://www.shl.com/products/product-catalog/view/paint-technology-new/,"Multi-choice test that measures the knowledge of paint raw materials and precursors, manufacture of different types of coatings, surface treatment and coating applications. Professional Individual Contributor, Graduate, Mid-Professional, English (USA),",['Knowledge & Skills'],2,No,No
Pediatrics (New),https://www.shl.com/products/product-catalog/view/pediatrics-new/,"Multi-choice test that measures the basic knowledge of pediatric diseases, their symptoms and the medicines administered to cure or prevent them. Graduate, Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Pega Development (New),https://www.shl.com/products/product-catalog/view/pega-development-new/,"Multi-choice test that measures the knowledge of Pega architecture, user interface, rule and user management, case management, integration with external systems, frameworks, applications and performance. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Perl (New),https://www.shl.com/products/product-catalog/view/perl-new/,"Multi-choice test that measures the knowledge of Perl scripting used for text manipulation, web development, system administration, etc. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Petrochemical Engineering (New),https://www.shl.com/products/product-catalog/view/petrochemical-engineering-new/,"Multi-choice test that measures the knowledge of fluid and thermal principles of petrochemical engineering, chemical processes, petroleum composition and processing. Graduate, Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Petroleum Engineering (New),https://www.shl.com/products/product-catalog/view/petroleum-engineering-new/,"Multi-choice test that measures the knowledge of petroleum engineering, drilling and production operations and offshore petroleum production. Graduate, Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Pharmaceutical Analysis (New),https://www.shl.com/products/product-catalog/view/pharmaceutical-analysis-new/,"Multi-choice test that measures the knowledge of laboratory analytical techniques such as chromatography, titration, spectroscopy, and spectrophotometry. Graduate, Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Pharmaceutical Chemistry (New),https://www.shl.com/products/product-catalog/view/pharmaceutical-chemistry-new/,"Multi-choice test that measures the knowledge of physical chemistry, organic chemistry, inorganic chemistry, biochemistry and medicinal chemistry. Graduate, Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Pharmaceutical Science (New),https://www.shl.com/products/product-catalog/view/pharmaceutical-science-new/,"Multi-choice test that measures the knowledge of drug manufacture, drug delivery, drug action, and pharmaceutical analysis techniques. Graduate, Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Pharmaceutics (New),https://www.shl.com/products/product-catalog/view/pharmaceutics-new/,"Multi-choice test that measures the knowledge of pharmaceutical engineering and technology for drug manufacture, biopharmaceutics, modern pharmaceutics and dispensing pharmacy. Graduate, Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Pharmacology (New),https://www.shl.com/products/product-catalog/view/pharmacology-new/,"Multi-choice test that measures the knowledge of pharmacological drugs classification, chemotherapy, inflammatory disorders, drug action on nervous system, endocrine pharmacology, drug action on circulatory system and GI tract. Graduate, Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
PHP (New),https://www.shl.com/products/product-catalog/view/php-new/,"Multi-choice test that measures the knowledge of OOPs & programming constructs, web & database handling and advanced PHP. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
PJM Development Report,https://www.shl.com/products/product-catalog/view/pjm-development-report/,"The Person-Job Match Report is unique in that it
matches the performance potential of the
individual to the job’s specific competencies. This
provides you with a comprehensive and insightful
understanding of person-job fit.  The PJM Development report is written to support competency focused development of an individual.

In a development context, this report can be used: To identify specific areas of strength and weakness that may impact on the individual?s 
performance.As the basis for identif","['Competencies', 'Ability & Aptitude', 'Personality & Behavior']",2,No,No
PJM Selection Report,https://www.shl.com/products/product-catalog/view/pjm-selection-report/,"The PJM Report provides a clear indication of each candidate's ""degree of fit"" to a role.  Provides targeted assessment results that match individuals with jobs . Links the essential/desirable competencies for a specific job with an individual’s competency potential. Provides an overall Match (or fit) Score useful in ranking/sorting candidates for selection 
and/or development (e.g. Talent Audit).  It provides a highly visual profile of a candidate's strengths and limitations against identified ","['Ability & Aptitude', 'Competencies', 'Personality & Behavior']",2,No,No
Polymer Engineering (New),https://www.shl.com/products/product-catalog/view/polymer-engineering-new/,"Multi-choice test that measures the knowledge of characterization of polymers, processing, synthesis, testing and applications in daily life. Professional Individual Contributor, Graduate, Mid-Professional, English (USA),",['Knowledge & Skills'],2,No,No
Power Electronics and Drives (New),https://www.shl.com/products/product-catalog/view/power-electronics-and-drives-new/,"Multi-choice test that measures the knowledge of power semiconductor devices, power electronic converters, drives and control systems. Mid-Professional, Professional Individual Contributor, Graduate, English (USA),",['Knowledge & Skills'],2,No,No
Power System Engineering (New),https://www.shl.com/products/product-catalog/view/power-system-engineering-new/,"Multi-choice test that measures the knowledge of power generation and transmission, electrical machines, power systems and drives, control and instrumentation, fluid mechanics and machines. Graduate, Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Prism (New),https://www.shl.com/products/product-catalog/view/prism-new/,"Multi-choice test that measures the knowledge of modules, patterns and other basic concepts of using the Prism library. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Production and Industrial Engineering (New),https://www.shl.com/products/product-catalog/view/production-and-industrial-engineering-new/,"Multi-choice test that measures the knowledge of production technology, quality management, and design and planning of manufacturing systems. Graduate, Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Production Engineering (New),https://www.shl.com/products/product-catalog/view/production-engineering-new/,"Multi-choice test that measures the knowledge of production technology and analysis, metal cutting, tool design, material science and CIM. Graduate, Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Programming Concepts,https://www.shl.com/products/product-catalog/view/programming-concepts/,"The Programming Concepts test measures knowledge of the core aspects of computer science programming that is valid across programming languages. Designed for all programmers, this test covers the following topics:  Algorithms, Complex Data Types, Data Access, Productivity and Quality, Program Flow, Program Structure, Programming Paradigms, User Interface, Variables, Data Types, and Operators. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Project Management (2013),https://www.shl.com/products/product-catalog/view/project-management-2013/,"The Project Management (2013) test measures knowledge of how to manage projects to ensure that objectives are completed on time and within budget. The test is based on Project Management Institute's (PMI's), Project Management Body of Knowledge (PMBOK) Fifth Edition methodology. Designed for all professionals, this test covers the following topics: Project Communications Management, Project Cost Management, Project Human Resource Management, Project Management Characteristics, Project Management",['Knowledge & Skills'],2,No,No
Proofreading v1,https://www.shl.com/products/product-catalog/view/proofreading-v1/,"This assessment measures ability to read for errors involving spelling, punctuation, grammar and word choice.  It also measures ability to correct those errors. Entry-Level, Mid-Professional, English International, English (USA),",['Knowledge & Skills'],2,No,No
Python (New),https://www.shl.com/products/product-catalog/view/python-new/,"Multi-choice test that measures the knowledge of Python programming, databases, modules and library. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
R Programming (New),https://www.shl.com/products/product-catalog/view/r-programming-new/,"Multi-choice test that measures the knowledge of R programming and its application in statistics. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
ReactJS (New),https://www.shl.com/products/product-catalog/view/reactjs-new/,"Multi-choice test that measures the technical knowledge of React APIs, render function, JSX, form validation and styling. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Reading Comprehension - English v1,https://www.shl.com/products/product-catalog/view/reading-comprehension-english-v1/,"The Reading Comprehension - English 
assessment provides a general measure of 
English reading comprehension. This test is 
comprised of items that contain a passage 
that you must read in order to answer the 
question being asked. The questions focus 
on the candidate's ability to demonstrate an 
understanding of the passage. Questions 
may be specific in nature, with answers that 
can be found almost word for word in the 
passage.  For example, the question may ask 
for a date, name or place t",['Ability & Aptitude'],2,No,No
Reading Comprehension - Spanish v1,https://www.shl.com/products/product-catalog/view/reading-comprehension-spanish-v1/,"The Reading Comprehension - Spanish assessment provides a general measure of Spanish reading comprehension. This test is comprised of items that contain a passage that must read in order to answer the question being asked. The questions focus on the ability to demonstrate an understanding of the passage. Questions may be specific in nature, with answers that can be found almost word for word in the passage. For example, the question may ask for a date, name or place that can be found by closely ",['Ability & Aptitude'],2,No,No
Reading Comprehension v2,https://www.shl.com/products/product-catalog/view/reading-comprehension-v2/,"The Reading Comprehension - English 
assessment provides a general measure of 
English reading comprehension. This test is 
comprised of items that contain a passage 
that you must read in order to answer the 
question being asked. The questions focus 
on the candidate's ability to demonstrate an 
understanding of the passage. Questions 
may be specific in nature, with answers that 
can be found almost word for word in the 
passage.  For example, the question may ask 
for a date, name or place t",['Ability & Aptitude'],2,No,No
RemoteWorkQ,https://www.shl.com/products/product-catalog/view/remoteworkq/,,['Competencies'],15,No,No
RemoteWorkQ Manager Report,https://www.shl.com/products/product-catalog/view/remoteworkq-manager-report/,"Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure self-reported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three competency areas: 
o	Work Relationships
o	Work Habits
o	Self-Development & Well-Being
The RemoteWorkQ is intended for use across job families and levels for which working in a remote environment is impor",['Competencies'],2,No,No
RemoteWorkQ Participant Report,https://www.shl.com/products/product-catalog/view/remoteworkq-participant-report/,"Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure self-reported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three competency areas: 
o	Work Relationships
o	Work Habits
o	Self-Development & Well-Being
The RemoteWorkQ is intended for use across job families and levels for which working in a remote environment is impor",['Competencies'],2,No,No
RESTful Web Services (New),https://www.shl.com/products/product-catalog/view/restful-web-services-new/,"Multi-choice test that measures the knowledge of REST features, architecture, handling requests, producing responses, entity translation, working with return types, security, filters, and interceptors. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Retail Sales and Service Simulation,https://www.shl.com/products/product-catalog/view/retail-sales-and-service-simulation/,"The Retail Sales and Service Simulation measures the ability of a candidate to choose effective sales and service techniques while interacting with customers. Situations are presented to the candidate via computer-based animation, and the candidate is offered a set of behaviors from which to choose the most and least effective responses. The behaviors vary in the extent to which the sales associate may: direct a conversation toward a commitment or sale, listen carefully to customers and provide ","['Biodata & Situational Judgement', 'Knowledge & Skills', 'Simulations', 'Ability & Aptitude']",2,No,No
Reviewing Forms - US (R1),https://www.shl.com/products/product-catalog/view/reviewing-forms-us-r1/,"This assessment measures ability to detect errors in forms by comparing text in a form to text in a paragraph format. Based on information in the paragraph, the test taker must select the answer that indicates the incorrect information. Entry-Level, Mid-Professional, English (USA),",['Knowledge & Skills'],2,No,No
Ruby (New),https://www.shl.com/products/product-catalog/view/ruby-new/,"Multi-choice test that measures the knowledge of Ruby strings, collection classes, regular expressions, methods, object oriented programming, exception handling, database connectivity, threads, scripting, network programming and web applications. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Ruby on Rails (New),https://www.shl.com/products/product-catalog/view/ruby-on-rails-new/,"Multi-choice test that measures the knowledge of Ruby Programming, Rails installation, Rails MVC and Rails programming model. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Sales & Service Phone Simulation,https://www.shl.com/products/product-catalog/view/sales-and-service-phone-simulation/,"As part of Contact Center Simulations, the Sales & Service Phone Simulation is designed for contact center roles that involve sales or sales-related behaviors such as recommending products or services and retaining customers. Sample tasks for these jobs include: interacting with customers on the phone to sell a product/service; adding new or upgraded products or services; extending promotional or retention offers; responding appropriately to customer objections; navigating to information menus t","['Simulations', 'Biodata & Situational Judgement']",2,No,No
Sales & Service Phone Solution,https://www.shl.com/products/product-catalog/view/sales-and-service-phone-solution/,"As part of Contact Center Simulations, the Sales & Service Phone Solution includes a contact center simulation and three behavioral tests designed to measure a wide range of skills, competencies, and behavioral tendencies relevant for contact center jobs. This solution is designed for contact center roles that involve sales or sales-related behaviors such as recommending products or services and retaining customers. Sample tasks for these jobs include: interact with customers on the phone to sel","['Biodata & Situational Judgement', 'Personality & Behavior', 'Simulations']",2,No,No
Sales Interview Guide,https://www.shl.com/products/product-catalog/view/sales-interview-guide/,"The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Interview guide was developed to enable you to use the Sales Report more effectively, by helping you prepare and execute you interviews more effectively. Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor, English International,","['Personality & Behavior', 'Personality & Behavior']",2,No,No
Sales Profiler Cards,https://www.shl.com/products/product-catalog/view/sales-profiler-cards/,"The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Profiler cards have been developed to enable you to use the Sales Report more effectively, by helping you to understand which competencies and motivators described in the report are most important to a specific sales role. Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor, English International, Finnish,",['Personality & Behavior'],2,No,No
Sales Transformation 1.0 - Individual Contributor,https://www.shl.com/products/product-catalog/view/sales-transformation-report-individual-contributor/,"This report draws insights from the OPQ. It provides an accurate and objective measure of a salesperson’s ability to sell well in a digital first environment. Insights included in this report include individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model. Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Test Type:P",['Personality & Behavior'],2,No,No
Sales Transformation 2.0 - Individual Contributor,https://www.shl.com/products/product-catalog/view/salestransformationreport2-0-individualcontributor/,"This report draws insights from the OPQ. It provides an accurate and objective measure of a salesperson’s ability to sell well in a digital first environment. Insights included in this report include individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model. Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Test Type:P",['Personality & Behavior'],2,No,No
Sales Transformation Report 1.0 - Sales Manager,https://www.shl.com/products/product-catalog/view/sales-transformation-report-sales-manager/,"This report combines insights from the OPQ and a Sales Management questionnaire. It provides an accurate and objective measure of a sales manager’s capability to lead a sales team undergoing a sales transformation process. Insights included in this report include an overall job-fit score, and individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model. Director, Executive, Front Line Manager, Manager, Supervisor, Test Type:P",['Personality & Behavior'],2,No,No
Sales Transformation Report 2.0 - Sales Manager,https://www.shl.com/products/product-catalog/view/sales-transformation-report-2-0-sales-manager/,"This report combines insights from the OPQ and a Sales Management questionnaire. It provides an accurate and objective measure of a sales manager’s capability to lead a sales team undergoing a sales transformation process. Insights included in this report include an overall job-fit score, and individual scores and score narratives for the behaviours included in SHL’s Sales Transformation behavioural model. Director, Executive, Front Line Manager, Manager, Supervisor, Test Type:P",['Personality & Behavior'],2,No,No
Salesforce Development (New),https://www.shl.com/products/product-catalog/view/salesforce-development-new/,"Multi-choice test that measures the knowledge of Salesforce platform, design and data models, business logic, data management and analytics. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
SAP ABAP (Advanced Level) (New),https://www.shl.com/products/product-catalog/view/sap-abap-advanced-level-new/,"Multi-choice test that measures the knowledge of SAP ABAP dictionary, dialog programming, reports, enhancements, workflows, optimizations and advanced ABAP concepts like Netweaver applications and Adobe forms. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
SAP ABAP (Intermediate Level) (New),https://www.shl.com/products/product-catalog/view/sap-abap-intermediate-level-new/,"Multi-choice test that measures the knowledge of SAP ABAP dictionary, elements, operations, architecture, ABAP data types, ABAP reporting, batch data communication, dialog programming, EDI, ALE, IDOC interface, BADI, BAPI and function module. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
SAP Basis (New),https://www.shl.com/products/product-catalog/view/sap-basis-new/,"Multi-choice test that measures the knowledge of SAP architecture, database administration, background processing, user administration, client administration, system administration, monitoring and transport management. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
SAP Business Objects WebI (New),https://www.shl.com/products/product-catalog/view/sap-business-objects-webi-new/,"Multi-choice test that measures the knowledge of SAP interactive analysis, reporting, formatting and scheduling documents. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
SAP BW (Business Warehouse) (New),https://www.shl.com/products/product-catalog/view/sap-bw-business-warehouse-new/,"Multi-choice test that measures the knowledge of SAP architecture, meta data, data modelling, extraction, loading, scheduling, data reporting, performance tuning and SAP BW/BI integration. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
SAP HCM (Human Capital Management) (New),https://www.shl.com/products/product-catalog/view/sap-hcm-human-capital-management-new/,"Multi-choice test that measures the knowledge of SAP HR/ HCM structure, personnel administration, SAP HCM tasks, SAP HCM SuccessFactors solutions. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
SAP Hybris (New),https://www.shl.com/products/product-catalog/view/sap-hybris-new/,"Multi-choice test that measures the knowledge of Hybris extensions, its architecture, configuration, data modelling and management, service layer programming, cockpit framework and workflows. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
SAP Materials Management (New),https://www.shl.com/products/product-catalog/view/sap-materials-management-new/,"Multi-choice test that measures the knowledge of SAP materials management, organization units integration, purchasing, pricing, release procedure, contracts, inventory management, invoice verification, split valuation, account determination and integration of materials management with other modules. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
SAP SD (Sales and Distribution) (New),https://www.shl.com/products/product-catalog/view/sap-sd-sales-and-distribution-new/,"Multi-choice test that measures the knowledge of ERP basics, SAP architecture, sales, distribution, master data, documents, basic functions in S&D, billing process, order and delivery processing. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Search Engine Optimization (New),https://www.shl.com/products/product-catalog/view/search-engine-optimization-new/,"Multi-choice test that measures the knowledge on the concepts of need of SEO, SEO planning, SEO strategies, SEO software, tools and exchanging links. Graduate, Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Selenium (New),https://www.shl.com/products/product-catalog/view/selenium-new/,"Multi-choice test that measures the knowledge of Selenium IDE, Selenium RC, Selenium grid, web driver, test design considerations, user extensions, frameworks and object repository. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Shell Scripting (New),https://www.shl.com/products/product-catalog/view/shell-scripting-new/,"Multi-choice test that measures the knowledge of Shell scripting to perform operations such as file manipulation, program execution and printing text. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
SHL Verify Interactive - Inductive Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-inductive-reasoning/,"Evaluates ability to identify specific patterns in data or situations and generalize that information to broader contexts. Professional Individual Contributor, Graduate, Manager, Mid-Professional, Korean, Japanese, Thai, Portuguese (Brazil), Portuguese, Chinese Traditional, Indonesian, Russian, Romanian, Polish, Greek, Latin American Spanish, English International, Arabic, Hungarian, Czech, French (Canada), Slovak, Serbian, Turkish, Spanish, Danish, Estonian, Finnish, Latvian, Lithuanian, Norweg","['Ability & Aptitude', 'Simulations']",2,No,No
SHL Verify Interactive – Deductive Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-deductive-reasoning/,"Measures the ability to draw logical conclusions based on information provided, identify strengths and weaknesses of arguments, and complete scenarios using incomplete information. Graduate, Manager, Mid-Professional, Professional Individual Contributor, Chinese Traditional, Romanian, Turkish, Polish, Greek, Latin American Spanish, Portuguese (Brazil), Japanese, Hungarian, Czech, French (Canada), Slovak, Serbian, English International, English (USA), German, Italian, Indonesian, Korean, Russian,","['Ability & Aptitude', 'Simulations']",2,No,No
SHL Verify Interactive – Numerical Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/,"Assesses how the candidate comprehends numerical information in various formats. Graduate, Manager, Mid-Professional, Professional Individual Contributor, French, German, Italian, Dutch, Chinese Simplified, Danish, Finnish, Norwegian, Swedish, Estonian, Latvian, Lithuanian, English International, English (USA), Czech, Polish, Latin American Spanish, Spanish, Thai, Japanese, Korean, Portuguese, Portuguese (Brazil), Chinese Traditional, Hungarian, Indonesian, Russian, Romanian, Turkish, French (Ca","['Ability & Aptitude', 'Simulations']",2,No,No
SHL Verify Interactive G+,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-g/,"SHL Verify Interactive G+ (SVIG+) is a test of general cognitive ability that also generates accurate assessments of three specific abilities: Deductive Reasoning, Inductive Reasoning, and Numerical Reasoning. The candidate will see questions measuring all three abilities. Candidates will receive a score on each of the specific abilities as well as a general ability score. This test is appropriate for all job levels, however it is most relevant for positions that require cognitive ability across",['Ability & Aptitude'],36,No,No
SHL Verify Interactive Numerical Calculation,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-calculation/,"The Verify Interactive Numerical Calculation test measures a candidate’s ability to work with numbers and use appropriate mathematics in different situations. The Numerical Ability test requires candidates to understand order of operations, perform numerical calculations, and identify errors in calculations. The Numerical Calculation test, though it is adaptive, is ideal for entry-level jobs that require completing simple numerical calculations quickly and accurately. Entry-Level, English (USA),",['Ability & Aptitude'],2,No,No
Siebel Development (New),https://www.shl.com/products/product-catalog/view/siebel-development-new/,"Multi-choice test that measures the knowledge of Siebel basics, architecture server administration, access control, Siebel client and web applications, Siebel models, data mapping, workflow and deployment. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Smart Interview Live,https://www.shl.com/products/product-catalog/view/smart-interview-live/,"SHL Live Video Interview is areal-timevideo interview tool. It allows recruiters and line managers to remotely engage with candidates and reach hiring decisions faster. 
Delight shortlisted candidates with a face2face digital interview that goes way beyond a conference call. Interact with whiteboards, instant file-sharing, draw from an expertly-curated question bank and provide a remote end-to-end interview experience that increases your chance of conversion.Language AvailabilityThe Candidate an",['Personality & Behavior'],2,No,No
Smart Interview Live Coding,https://www.shl.com/products/product-catalog/view/smart-interview-live-coding/,"Smart Interview Live Coding is a real-time online coding interview, with a compiler interface. It enables one-to-one, panel and group interviews. Use Smart Interview Live Coding to comprehensively evaluate candidates’ skills across various technical roles and hire the best coding talent.The language availability for the candidate and interviewer interface is English (US), Simplified Chinese, Castilian Spanish, Japanese. Please note that the questions themselves are available as standard in US En",['Knowledge & Skills'],2,No,No
Smart Interview On Demand,https://www.shl.com/products/product-catalog/view/smart-interview-on-demand/,"Smart Interview On Demand is arecorded(asynchronous) video interview tool, that introduces you to each person behind the resume with a short-recorded video of them explaining why they would be an awesome addition to your team. A streamlined, minimum bias screening to ensure you shortlist top talent faster and find those hidden gems you may have otherwise missed.AvailabilityTheadministrator and evaluator interfaceis available in US English and Simplified Chinese only, as are the standard question",['Personality & Behavior'],2,No,No
Social Media (New),https://www.shl.com/products/product-catalog/view/social-media-new/,"Multi-choice test that measures the knowledge about the different social media platforms. Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, English (USA),",['Knowledge & Skills'],2,No,No
Software Business Analysis,https://www.shl.com/products/product-catalog/view/software-business-analysis/,"The Software Business Analysis test measures ability to acquire and understand business requirements for an IT project, develop technical assets in support of that project, and execute such a project in an optimal strategic manner. Designed for senior-level technical professionals, this test covers the following topics: Business Process, Diagramming and Modeling, Documentation, Joint Application Development, Methodologies and Tools, Project Development, Requirements Gathering, System Design, and",['Knowledge & Skills'],2,No,No
SonarQube (New),https://www.shl.com/products/product-catalog/view/sonarqube-new/,"Multi-choice test that measures the knowledge of SonarQube, integration tests, Sonar symbols, wildcards, quality cover and Sonar architecture. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Spelling (U.S.) (New),https://www.shl.com/products/product-catalog/view/spelling-u-s-new/,"Multi-choice test that measures the knowledge of correct spellings in English and the ability to identify spelling errors in sentences. Entry-Level, English (USA),",['Knowledge & Skills'],2,No,No
Split Screen Typing Test - Form 1,https://www.shl.com/products/product-catalog/view/split-screen-typing-test-form-1/,"This test measures speed and accuracy in typing text presented on the computer screen. In this assessment, the text original is displayed directly above the area in which the test taker must enter the response. The test taker will not need a printed original for the evaluation. This test calculates a score based on the total number of keystrokes, time taken, and number of errors made when typing six passages. This Split Screen Typing Test uses the following method to determine the Net Words Per ","['Ability & Aptitude', 'Knowledge & Skills']",2,No,No
Spring (New),https://www.shl.com/products/product-catalog/view/spring-new/,"Multi-choice test that measures the knowledge of Spring core, AOP, IOC container and transactions. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
SQL (New),https://www.shl.com/products/product-catalog/view/sql-new/,"Multi-choice test that measures the knowledge of SQL queries, data manipulation and transaction processing. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
SQL Server (New),https://www.shl.com/products/product-catalog/view/sql-server-new/,"Multi-choice test that measures the knowledge of basic SQL queries, creating and altering tables, filtering, grouping, aggregation in SQL and querying multiple tables. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
SQL Server Analysis Services (SSAS) (New),https://www.shl.com/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/,"Multi-choice test that measures the knowledge of SSAS database, querying multidimensional analysis solutions, cube hierarchies, measures, dimensions, power BI, DAX, MDX, tabular model data access and security. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
SQL Server Integration Services (SSIS) (New),https://www.shl.com/products/product-catalog/view/sql-server-integration-services-ssis-new/,"Multi-choice test that measures the knowledge of SSIS architecture, components, control flow, data flow, transformation, SQL server tasks, SSIS administration, debugging, logging, security deployment, performance, package scheduling, execution and configuration. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
SQL Server Reporting Services (SSRS) (New),https://www.shl.com/products/product-catalog/view/sql-server-reporting-services-ssrs-new/,"Multi-choice test that measures the knowledge of SSRS architecture, report creation, formatting, calculations, creating matrix reports and charts, grouping, sorting, report parameters, report management and security. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Statistical Analysis System (New),https://www.shl.com/products/product-catalog/view/statistical-analysis-system-new/,"Multi-choice test that measures the ability to use the SAS software for statistical analysis. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Struts (New),https://www.shl.com/products/product-catalog/view/struts-new/,"Multi-choice test that measures the knowledge of Struts framework, configuration, validations, actions and interceptors. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
SVAR - Spoken English (AUS),https://www.shl.com/products/product-catalog/view/svar-spoken-english-aus/,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/ Entry-Level, English (USA),",['Simulations'],2,No,No
